TransactionID,CustomerID,Date,Amount,Category
TXN02396,CUST0283,2025-11-30,1037.11,Sports
TXN01743,CUST0197,2025-11-30,420.32,Electronics
TXN01907,CUST0217,2025-11-30,1809.81,Electronics
TXN02357,CUST0276,2025-11-30,1525.17,Clothing
TXN01149,CUST0126,2025-11-30,1112.83,Beauty
TXN00277,CUST0031,2025-12-01,897.31,Home & Living
TXN00529,CUST0059,2025-12-01,3437.06,Electronics
TXN01282,CUST0142,2025-12-01,1030.16,Groceries
TXN02054,CUST0238,2025-12-01,2050.71,Clothing
TXN00502,CUST0057,2025-12-01,6914.38,Groceries
TXN00063,CUST0009,2025-12-02,327.95,Electronics
TXN00677,CUST0073,2025-12-02,5281.16,Sports
TXN00994,CUST0105,2025-12-02,139.52,Groceries
TXN01656,CUST0187,2025-12-02,1189.71,Sports
TXN01180,CUST0130,2025-12-02,2198.2,Home & Living
TXN00692,CUST0073,2025-12-02,7088.25,Clothing
TXN01818,CUST0207,2025-12-02,7377.69,Electronics
TXN01882,CUST0214,2025-12-02,1592.78,Electronics
TXN00439,CUST0048,2025-12-03,904.96,Groceries
TXN00151,CUST0021,2025-12-03,928.57,Groceries
TXN01166,CUST0129,2025-12-03,7529.08,Electronics
TXN01270,CUST0141,2025-12-03,101.04,Groceries
TXN02325,CUST0271,2025-12-03,1108.81,Beauty
TXN01162,CUST0129,2025-12-03,3971.35,Electronics
TXN01996,CUST0230,2025-12-03,898.81,Beauty
TXN00285,CUST0032,2025-12-04,2234.06,Electronics
TXN01880,CUST0214,2025-12-04,2392.15,Sports
TXN01493,CUST0167,2025-12-04,2040.04,Beauty
TXN00060,CUST0008,2025-12-04,1199.69,Sports
TXN02461,CUST0287,2025-12-05,2105.36,Groceries
TXN02335,CUST0274,2025-12-05,222.74,Sports
TXN00741,CUST0080,2025-12-05,3148.57,Home & Living
TXN00469,CUST0053,2025-12-05,195.07,Groceries
TXN00230,CUST0028,2025-12-05,1916.73,Clothing
TXN01483,CUST0165,2025-12-05,3862.23,Electronics
TXN01868,CUST0212,2025-12-06,1190.85,Groceries
TXN00275,CUST0031,2025-12-06,757.22,Sports
TXN01941,CUST0223,2025-12-06,2563.95,Home & Living
TXN01055,CUST0110,2025-12-06,5553.81,Clothing
TXN01332,CUST0148,2025-12-06,978.03,Beauty
TXN01515,CUST0169,2025-12-06,4493.77,Sports
TXN02359,CUST0276,2025-12-07,693.18,Beauty
TXN00229,CUST0028,2025-12-07,1816.9,Electronics
TXN01594,CUST0178,2025-12-07,1799.09,Groceries
TXN02038,CUST0236,2025-12-07,213.73,Electronics
TXN02613,CUST0300,2025-12-07,7780.91,Electronics
TXN00096,CUST0014,2025-12-07,2367.38,Beauty
TXN01893,CUST0216,2025-12-07,1395.91,Groceries
TXN00685,CUST0073,2025-12-08,6755.57,Clothing
TXN01407,CUST0153,2025-12-08,6157.52,Beauty
TXN01545,CUST0172,2025-12-08,2858.37,Groceries
TXN01318,CUST0146,2025-12-08,3104.27,Beauty
TXN02559,CUST0295,2025-12-08,3631.16,Home & Living
TXN01645,CUST0183,2025-12-08,141.28,Groceries
TXN02483,CUST0289,2025-12-08,1146.39,Home & Living
TXN02073,CUST0238,2025-12-08,4670.64,Clothing
TXN02072,CUST0238,2025-12-08,3944.81,Home & Living
TXN01994,CUST0229,2025-12-08,993.55,Clothing
TXN02230,CUST0259,2025-12-08,1348.78,Beauty
TXN00185,CUST0023,2025-12-09,1696.57,Electronics
TXN02169,CUST0252,2025-12-09,2160.39,Beauty
TXN00098,CUST0014,2025-12-09,660.47,Clothing
TXN01917,CUST0220,2025-12-09,820.25,Clothing
TXN02297,CUST0264,2025-12-09,2108.22,Electronics
TXN01071,CUST0113,2025-12-10,535.53,Electronics
TXN00627,CUST0067,2025-12-10,3628.46,Sports
TXN02213,CUST0257,2025-12-11,462.97,Beauty
TXN01051,CUST0110,2025-12-11,2569.79,Home & Living
TXN01916,CUST0219,2025-12-11,846.67,Electronics
TXN01593,CUST0178,2025-12-11,1400.13,Electronics
TXN01280,CUST0142,2025-12-11,1536.15,Beauty
TXN02380,CUST0282,2025-12-11,1240.0,Groceries
TXN00852,CUST0093,2025-12-11,787.08,Beauty
TXN00263,CUST0030,2025-12-11,6345.71,Clothing
TXN02172,CUST0253,2025-12-11,1192.47,Clothing
TXN00306,CUST0033,2025-12-11,4384.27,Groceries
TXN02081,CUST0240,2025-12-11,561.94,Beauty
TXN00605,CUST0066,2025-12-11,2025.19,Sports
TXN00111,CUST0016,2025-12-12,2365.88,Clothing
TXN01644,CUST0183,2025-12-12,395.08,Clothing
TXN02166,CUST0252,2025-12-12,2093.7,Beauty
TXN00190,CUST0024,2025-12-12,1964.45,Beauty
TXN02611,CUST0300,2025-12-12,2249.58,Home & Living
TXN01454,CUST0162,2025-12-12,762.48,Groceries
TXN00715,CUST0078,2025-12-12,6390.35,Home & Living
TXN01196,CUST0132,2025-12-13,2491.47,Beauty
TXN01437,CUST0160,2025-12-13,998.58,Beauty
TXN01100,CUST0122,2025-12-13,1052.92,Home & Living
TXN01579,CUST0176,2025-12-13,754.45,Beauty
TXN00913,CUST0099,2025-12-13,4809.98,Home & Living
TXN00698,CUST0074,2025-12-13,822.29,Groceries
TXN00846,CUST0091,2025-12-14,2569.51,Home & Living
TXN00724,CUST0079,2025-12-14,1238.56,Electronics
TXN00851,CUST0093,2025-12-14,142.83,Clothing
TXN02358,CUST0276,2025-12-14,1859.62,Home & Living
TXN00831,CUST0091,2025-12-14,3213.53,Clothing
TXN00864,CUST0094,2025-12-15,1407.16,Sports
TXN00403,CUST0043,2025-12-15,6710.1,Beauty
TXN01142,CUST0125,2025-12-15,1137.38,Groceries
TXN02076,CUST0239,2025-12-15,787.44,Sports
TXN00150,CUST0021,2025-12-15,941.89,Home & Living
TXN00754,CUST0080,2025-12-15,2410.0,Electronics
TXN01815,CUST0207,2025-12-15,3954.21,Electronics
TXN01041,CUST0110,2025-12-15,6372.67,Electronics
TXN02362,CUST0277,2025-12-15,715.1,Electronics
TXN02282,CUST0263,2025-12-15,5826.22,Home & Living
TXN01018,CUST0108,2025-12-15,650.78,Sports
TXN01116,CUST0124,2025-12-15,6034.34,Electronics
TXN00161,CUST0022,2025-12-15,7356.03,Beauty
TXN01933,CUST0223,2025-12-16,5325.8,Electronics
TXN01167,CUST0129,2025-12-16,7381.97,Sports
TXN02069,CUST0238,2025-12-16,6272.43,Sports
TXN01681,CUST0189,2025-12-16,2432.04,Beauty
TXN01683,CUST0189,2025-12-16,660.13,Groceries
TXN02272,CUST0263,2025-12-16,4998.23,Clothing
TXN01800,CUST0206,2025-12-17,3690.75,Groceries
TXN02183,CUST0254,2025-12-17,2168.28,Groceries
TXN02370,CUST0280,2025-12-17,218.2,Electronics
TXN01161,CUST0129,2025-12-17,4243.68,Beauty
TXN01428,CUST0158,2025-12-17,127.11,Groceries
TXN01106,CUST0123,2025-12-17,2267.13,Groceries
TXN01175,CUST0129,2025-12-17,2030.84,Clothing
TXN01298,CUST0144,2025-12-18,979.64,Clothing
TXN01898,CUST0216,2025-12-18,1508.14,Electronics
TXN01378,CUST0150,2025-12-18,1175.96,Home & Living
TXN01445,CUST0161,2025-12-18,1665.07,Sports
TXN02210,CUST0256,2025-12-18,2217.34,Sports
TXN01902,CUST0217,2025-12-18,758.07,Home & Living
TXN02346,CUST0275,2025-12-18,991.5,Home & Living
TXN01072,CUST0114,2025-12-18,375.97,Groceries
TXN02024,CUST0234,2025-12-18,2283.64,Home & Living
TXN00936,CUST0100,2025-12-18,4467.18,Groceries
TXN00931,CUST0100,2025-12-18,2989.31,Home & Living
TXN00440,CUST0048,2025-12-19,2012.53,Sports
TXN02607,CUST0300,2025-12-19,6284.79,Beauty
TXN01867,CUST0211,2025-12-19,2135.7,Clothing
TXN01538,CUST0172,2025-12-19,4212.35,Beauty
TXN02549,CUST0294,2025-12-19,2139.74,Beauty
TXN01570,CUST0175,2025-12-19,190.21,Clothing
TXN02208,CUST0256,2025-12-19,1040.12,Beauty
TXN01832,CUST0209,2025-12-19,6771.73,Electronics
TXN01478,CUST0165,2025-12-19,4050.49,Groceries
TXN00204,CUST0025,2025-12-20,1201.42,Sports
TXN01804,CUST0206,2025-12-20,7202.91,Beauty
TXN00075,CUST0011,2025-12-20,2911.42,Sports
TXN02615,CUST0300,2025-12-20,5638.46,Electronics
TXN00755,CUST0081,2025-12-20,813.36,Sports
TXN01479,CUST0165,2025-12-20,4802.11,Electronics
TXN00137,CUST0019,2025-12-20,872.64,Electronics
TXN01585,CUST0177,2025-12-20,802.19,Sports
TXN01245,CUST0136,2025-12-20,898.69,Home & Living
TXN02471,CUST0288,2025-12-20,1314.35,Sports
TXN01820,CUST0207,2025-12-21,6987.47,Clothing
TXN00468,CUST0053,2025-12-21,253.17,Home & Living
TXN00816,CUST0090,2025-12-21,915.91,Sports
TXN01626,CUST0181,2025-12-21,1625.31,Clothing
TXN00011,CUST0003,2025-12-21,1144.06,Home & Living
TXN01612,CUST0180,2025-12-21,4272.22,Home & Living
TXN02184,CUST0254,2025-12-21,2166.76,Clothing
TXN00990,CUST0104,2025-12-21,668.26,Groceries
TXN01417,CUST0155,2025-12-21,811.05,Sports
TXN00819,CUST0090,2025-12-22,963.1,Beauty
TXN01684,CUST0189,2025-12-22,669.53,Home & Living
TXN00315,CUST0035,2025-12-22,1110.55,Electronics
TXN00494,CUST0057,2025-12-22,3013.13,Sports
TXN02091,CUST0241,2025-12-22,1114.83,Electronics
TXN02171,CUST0253,2025-12-22,237.17,Electronics
TXN01742,CUST0197,2025-12-22,269.36,Sports
TXN01048,CUST0110,2025-12-22,7366.43,Home & Living
TXN01485,CUST0166,2025-12-22,621.48,Groceries
TXN02509,CUST0291,2025-12-22,2956.34,Home & Living
TXN02107,CUST0244,2025-12-22,839.52,Beauty
TXN01452,CUST0162,2025-12-23,436.39,Electronics
TXN02097,CUST0243,2025-12-23,334.92,Home & Living
TXN01536,CUST0172,2025-12-23,4447.63,Beauty
TXN01914,CUST0219,2025-12-23,955.07,Clothing
TXN02397,CUST0283,2025-12-23,1821.95,Groceries
TXN00595,CUST0065,2025-12-23,2254.18,Home & Living
TXN00833,CUST0091,2025-12-23,5042.36,Electronics
TXN00485,CUST0056,2025-12-23,362.68,Electronics
TXN02394,CUST0283,2025-12-23,1331.57,Clothing
TXN01019,CUST0108,2025-12-23,406.83,Clothing
TXN02361,CUST0276,2025-12-23,582.46,Home & Living
TXN00308,CUST0033,2025-12-24,4728.44,Clothing
TXN02448,CUST0286,2025-12-24,6830.11,Electronics
TXN00512,CUST0058,2025-12-24,1888.3,Electronics
TXN02225,CUST0259,2025-12-24,2444.46,Beauty
TXN01467,CUST0164,2025-12-24,2291.63,Beauty
TXN02088,CUST0240,2025-12-24,1717.17,Groceries
TXN00112,CUST0016,2025-12-24,1258.46,Electronics
TXN01350,CUST0149,2025-12-24,4829.76,Electronics
TXN01252,CUST0137,2025-12-25,1957.74,Home & Living
TXN00809,CUST0089,2025-12-25,772.47,Clothing
TXN01924,CUST0222,2025-12-25,1072.52,Beauty
TXN01855,CUST0210,2025-12-25,1457.4,Groceries
TXN01266,CUST0140,2025-12-25,923.47,Beauty
TXN00921,CUST0099,2025-12-25,2114.93,Clothing
TXN00050,CUST0007,2025-12-25,3018.08,Home & Living
TXN01705,CUST0191,2025-12-25,5413.53,Electronics
TXN01513,CUST0169,2025-12-25,7893.54,Groceries
TXN01540,CUST0172,2025-12-25,6034.09,Clothing
TXN01425,CUST0157,2025-12-26,1137.28,Groceries
TXN01077,CUST0116,2025-12-26,778.07,Sports
TXN00457,CUST0050,2025-12-26,1895.34,Clothing
TXN02341,CUST0275,2025-12-26,1341.75,Groceries
TXN00244,CUST0029,2025-12-26,2143.03,Clothing
TXN02490,CUST0290,2025-12-26,1791.02,Clothing
TXN01624,CUST0181,2025-12-26,1805.46,Beauty
TXN01643,CUST0183,2025-12-26,1007.77,Sports
TXN01089,CUST0119,2025-12-27,437.67,Beauty
TXN00366,CUST0041,2025-12-27,2914.5,Beauty
TXN00369,CUST0041,2025-12-27,6692.17,Groceries
TXN00765,CUST0083,2025-12-27,685.25,Clothing
TXN02316,CUST0269,2025-12-27,1647.0,Groceries
TXN01564,CUST0174,2025-12-27,1181.93,Groceries
TXN01543,CUST0172,2025-12-27,3097.36,Clothing
TXN01209,CUST0133,2025-12-27,7921.38,Sports
TXN01721,CUST0194,2025-12-27,547.78,Groceries
TXN01390,CUST0152,2025-12-27,1653.09,Groceries
TXN00219,CUST0027,2025-12-28,1745.87,Beauty
TXN00644,CUST0069,2025-12-28,4499.03,Beauty
TXN00467,CUST0052,2025-12-28,171.9,Beauty
TXN01834,CUST0209,2025-12-28,4942.69,Groceries
TXN01005,CUST0106,2025-12-28,1643.99,Beauty
TXN02062,CUST0238,2025-12-28,4942.73,Beauty
TXN02578,CUST0297,2025-12-28,145.38,Home & Living
TXN00007,CUST0001,2025-12-29,1814.22,Beauty
TXN01251,CUST0137,2025-12-29,2268.96,Groceries
TXN01640,CUST0182,2025-12-29,5052.24,Groceries
TXN01602,CUST0179,2025-12-29,873.61,Beauty
TXN00327,CUST0037,2025-12-29,1500.89,Beauty
TXN02365,CUST0279,2025-12-29,994.22,Sports
TXN00878,CUST0097,2025-12-29,728.86,Home & Living
TXN02134,CUST0246,2025-12-29,238.81,Sports
TXN00350,CUST0038,2025-12-29,5280.18,Groceries
TXN00895,CUST0098,2025-12-30,1635.45,Electronics
TXN01197,CUST0132,2025-12-30,1252.83,Beauty
TXN02269,CUST0263,2025-12-30,5325.02,Groceries
TXN00165,CUST0022,2025-12-30,2840.68,Groceries
TXN01043,CUST0110,2025-12-30,7545.53,Sports
TXN01786,CUST0205,2025-12-30,874.59,Beauty
TXN02428,CUST0285,2025-12-30,2329.77,Home & Living
TXN00790,CUST0085,2025-12-30,1115.59,Beauty
TXN02295,CUST0264,2025-12-30,926.73,Sports
TXN01268,CUST0141,2025-12-30,622.61,Home & Living
TXN00128,CUST0018,2025-12-30,1887.9,Home & Living
TXN01561,CUST0174,2025-12-30,1662.64,Electronics
TXN01854,CUST0210,2025-12-30,1320.05,Sports
TXN00971,CUST0102,2025-12-31,1010.03,Sports
TXN02435,CUST0285,2025-12-31,1543.77,Sports
TXN01212,CUST0133,2025-12-31,4420.89,Clothing
TXN00079,CUST0011,2025-12-31,3062.06,Beauty
TXN01819,CUST0207,2025-12-31,4073.72,Electronics
TXN00908,CUST0099,2025-12-31,4808.41,Electronics
TXN01601,CUST0179,2025-12-31,1112.69,Home & Living
TXN00676,CUST0073,2026-01-01,2457.44,Sports
TXN01429,CUST0158,2026-01-01,1020.02,Sports
TXN01148,CUST0126,2026-01-01,829.24,Home & Living
TXN00481,CUST0055,2026-01-01,624.55,Sports
TXN00822,CUST0090,2026-01-01,1813.46,Clothing
TXN00134,CUST0019,2026-01-01,1802.73,Electronics
TXN00892,CUST0098,2026-01-01,1874.08,Home & Living
TXN00549,CUST0060,2026-01-01,559.34,Clothing
TXN02530,CUST0292,2026-01-01,2991.04,Home & Living
TXN00905,CUST0099,2026-01-02,2912.29,Electronics
TXN01785,CUST0205,2026-01-02,626.11,Sports
TXN00848,CUST0092,2026-01-02,243.09,Home & Living
TXN01940,CUST0223,2026-01-02,4751.9,Sports
TXN00958,CUST0101,2026-01-02,7045.45,Sports
TXN01569,CUST0175,2026-01-02,138.68,Clothing
TXN02330,CUST0272,2026-01-02,867.93,Home & Living
TXN01484,CUST0165,2026-01-02,7642.98,Beauty
TXN00420,CUST0046,2026-01-02,240.91,Electronics
TXN01831,CUST0209,2026-01-02,7595.89,Electronics
TXN01340,CUST0148,2026-01-03,1670.59,Groceries
TXN00139,CUST0019,2026-01-03,911.16,Electronics
TXN02587,CUST0298,2026-01-03,1003.71,Clothing
TXN01424,CUST0157,2026-01-03,249.23,Beauty
TXN00934,CUST0100,2026-01-03,3063.16,Beauty
TXN00414,CUST0044,2026-01-03,391.55,Sports
TXN02427,CUST0285,2026-01-03,529.62,Sports
TXN01901,CUST0217,2026-01-04,1474.94,Beauty
TXN01416,CUST0155,2026-01-04,808.3,Beauty
TXN01794,CUST0206,2026-01-04,3644.5,Sports
TXN00428,CUST0047,2026-01-04,829.63,Beauty
TXN00346,CUST0038,2026-01-04,6005.3,Groceries
TXN02082,CUST0240,2026-01-04,2290.2,Clothing
TXN01639,CUST0182,2026-01-04,2316.26,Electronics
TXN01427,CUST0158,2026-01-04,580.43,Sports
TXN00514,CUST0058,2026-01-04,2018.5,Home & Living
TXN01892,CUST0216,2026-01-04,1153.55,Sports
TXN01278,CUST0142,2026-01-05,1360.69,Groceries
TXN01567,CUST0174,2026-01-05,1555.52,Electronics
TXN00399,CUST0043,2026-01-05,7855.24,Groceries
TXN00684,CUST0073,2026-01-05,5734.06,Groceries
TXN01423,CUST0156,2026-01-05,2156.37,Beauty
TXN00697,CUST0074,2026-01-05,966.3,Home & Living
TXN00140,CUST0019,2026-01-05,728.53,Home & Living
TXN00250,CUST0030,2026-01-05,3645.29,Clothing
TXN00559,CUST0061,2026-01-05,1792.9,Clothing
TXN01405,CUST0153,2026-01-05,7197.4,Sports
TXN00581,CUST0064,2026-01-05,1448.01,Sports
TXN00246,CUST0029,2026-01-05,1402.77,Beauty
TXN02608,CUST0300,2026-01-05,3104.25,Beauty
TXN02095,CUST0242,2026-01-06,895.24,Groceries
TXN00448,CUST0049,2026-01-06,1496.51,Sports
TXN02292,CUST0264,2026-01-06,561.55,Electronics
TXN00463,CUST0051,2026-01-06,248.89,Home & Living
TXN01070,CUST0112,2026-01-06,613.76,Electronics
TXN02231,CUST0259,2026-01-07,1574.83,Electronics
TXN00437,CUST0048,2026-01-07,2067.58,Home & Living
TXN01524,CUST0170,2026-01-07,863.26,Clothing
TXN02147,CUST0249,2026-01-07,164.39,Groceries
TXN00163,CUST0022,2026-01-07,6983.93,Beauty
TXN01435,CUST0159,2026-01-07,1050.34,Home & Living
TXN01702,CUST0191,2026-01-07,5936.01,Electronics
TXN01263,CUST0139,2026-01-07,540.05,Sports
TXN01908,CUST0217,2026-01-08,992.0,Electronics
TXN02462,CUST0287,2026-01-08,1662.73,Groceries
TXN02329,CUST0272,2026-01-08,991.48,Groceries
TXN00082,CUST0012,2026-01-08,662.82,Clothing
TXN02301,CUST0266,2026-01-08,993.18,Home & Living
TXN00407,CUST0043,2026-01-08,7370.71,Electronics
TXN01262,CUST0139,2026-01-08,582.14,Sports
TXN00441,CUST0048,2026-01-08,749.43,Beauty
TXN01061,CUST0111,2026-01-08,1456.98,Clothing
TXN01655,CUST0187,2026-01-09,555.03,Clothing
TXN01211,CUST0133,2026-01-09,3602.45,Groceries
TXN01748,CUST0199,2026-01-09,940.68,Electronics
TXN01003,CUST0106,2026-01-09,2241.27,Beauty
TXN00299,CUST0033,2026-01-09,6240.66,Sports
TXN01147,CUST0126,2026-01-09,1091.5,Electronics
TXN00975,CUST0103,2026-01-10,1133.17,Clothing
TXN02406,CUST0284,2026-01-10,7123.69,Clothing
TXN02349,CUST0275,2026-01-10,2206.35,Home & Living
TXN00367,CUST0041,2026-01-10,3461.94,Sports
TXN00180,CUST0023,2026-01-10,2408.17,Sports
TXN02409,CUST0284,2026-01-10,6787.66,Beauty
TXN01384,CUST0151,2026-01-10,1153.95,Beauty
TXN01335,CUST0148,2026-01-10,985.09,Home & Living
TXN00558,CUST0061,2026-01-10,660.36,Electronics
TXN02523,CUST0292,2026-01-10,2919.78,Sports
TXN00325,CUST0037,2026-01-10,1388.84,Sports
TXN00059,CUST0008,2026-01-11,115.04,Sports
TXN01974,CUST0225,2026-01-11,2333.29,Home & Living
TXN00656,CUST0069,2026-01-11,6573.85,Home & Living
TXN00594,CUST0065,2026-01-11,1598.64,Beauty
TXN01555,CUST0173,2026-01-11,2206.57,Electronics
TXN00009,CUST0002,2026-01-11,200.98,Electronics
TXN02032,CUST0235,2026-01-11,1027.21,Electronics
TXN01856,CUST0210,2026-01-11,2323.18,Sports
TXN02334,CUST0273,2026-01-11,930.98,Clothing
TXN01494,CUST0167,2026-01-11,2428.71,Electronics
TXN01795,CUST0206,2026-01-11,7867.12,Clothing
TXN02366,CUST0279,2026-01-12,399.81,Clothing
TXN00979,CUST0103,2026-01-12,1258.08,Sports
TXN02350,CUST0275,2026-01-12,1809.13,Beauty
TXN00010,CUST0003,2026-01-12,611.14,Beauty
TXN01436,CUST0160,2026-01-12,1105.26,Clothing
TXN00353,CUST0040,2026-01-12,708.22,Groceries
TXN01751,CUST0200,2026-01-12,746.08,Home & Living
TXN01117,CUST0124,2026-01-12,4482.07,Home & Living
TXN01978,CUST0226,2026-01-12,1949.83,Groceries
TXN00906,CUST0099,2026-01-12,2562.66,Groceries
TXN00058,CUST0008,2026-01-12,1022.16,Groceries
TXN00084,CUST0013,2026-01-12,690.25,Sports
TXN00425,CUST0047,2026-01-12,1016.86,Groceries
TXN01539,CUST0172,2026-01-12,2835.81,Home & Living
TXN02197,CUST0255,2026-01-12,2199.98,Beauty
TXN00618,CUST0067,2026-01-13,3453.39,Sports
TXN01097,CUST0121,2026-01-13,153.2,Groceries
TXN01623,CUST0181,2026-01-13,631.25,Electronics
TXN01401,CUST0153,2026-01-13,3901.42,Home & Living
TXN00907,CUST0099,2026-01-13,7667.99,Clothing
TXN02510,CUST0291,2026-01-13,6961.42,Clothing
TXN02376,CUST0282,2026-01-13,902.35,Beauty
TXN01923,CUST0222,2026-01-13,1737.87,Electronics
TXN00681,CUST0073,2026-01-13,7763.76,Home & Living
TXN02577,CUST0296,2026-01-13,569.76,Home & Living
TXN01764,CUST0202,2026-01-13,2592.11,Sports
TXN01315,CUST0146,2026-01-14,7279.03,Beauty
TXN02593,CUST0298,2026-01-14,2332.84,Home & Living
TXN01336,CUST0148,2026-01-14,960.77,Groceries
TXN01143,CUST0125,2026-01-14,621.8,Clothing
TXN02271,CUST0263,2026-01-14,5074.64,Groceries
TXN01781,CUST0203,2026-01-14,1758.29,Groceries
TXN02408,CUST0284,2026-01-14,5730.95,Home & Living
TXN02560,CUST0295,2026-01-14,6620.53,Beauty
TXN01665,CUST0188,2026-01-14,1004.29,Electronics
TXN00329,CUST0037,2026-01-14,797.98,Beauty
TXN02315,CUST0269,2026-01-14,1668.45,Sports
TXN01017,CUST0108,2026-01-14,577.8,Groceries
TXN00276,CUST0031,2026-01-14,144.83,Home & Living
TXN00160,CUST0022,2026-01-14,2736.66,Clothing
TXN02261,CUST0262,2026-01-15,711.28,Clothing
TXN00932,CUST0100,2026-01-15,4692.67,Groceries
TXN00758,CUST0082,2026-01-15,1052.71,Electronics
TXN00490,CUST0057,2026-01-15,5139.98,Home & Living
TXN00561,CUST0061,2026-01-15,2247.4,Home & Living
TXN02393,CUST0283,2026-01-15,2260.5,Electronics
TXN01379,CUST0150,2026-01-15,2001.2,Groceries
TXN02493,CUST0290,2026-01-15,511.26,Home & Living
TXN00228,CUST0028,2026-01-15,1034.06,Sports
TXN00085,CUST0013,2026-01-15,608.79,Beauty
TXN01839,CUST0209,2026-01-15,4594.62,Home & Living
TXN02242,CUST0260,2026-01-16,3756.45,Beauty
TXN00894,CUST0098,2026-01-16,892.84,Electronics
TXN02260,CUST0262,2026-01-16,696.8,Beauty
TXN00239,CUST0029,2026-01-16,2364.06,Beauty
TXN01295,CUST0144,2026-01-16,1605.63,Groceries
TXN01689,CUST0190,2026-01-16,1852.31,Beauty
TXN00046,CUST0007,2026-01-16,3517.94,Clothing
TXN00241,CUST0029,2026-01-16,634.7,Groceries
TXN00978,CUST0103,2026-01-16,516.12,Groceries
TXN01662,CUST0188,2026-01-16,2023.87,Sports
TXN01935,CUST0223,2026-01-16,7057.7,Clothing
TXN01265,CUST0140,2026-01-17,700.27,Groceries
TXN01763,CUST0202,2026-01-17,3527.97,Beauty
TXN00430,CUST0047,2026-01-17,1965.6,Clothing
TXN00957,CUST0101,2026-01-17,2508.13,Electronics
TXN00479,CUST0055,2026-01-17,831.55,Groceries
TXN01477,CUST0165,2026-01-17,5063.12,Clothing
TXN02155,CUST0251,2026-01-17,1838.82,Beauty
TXN01863,CUST0211,2026-01-17,1961.86,Electronics
TXN01011,CUST0107,2026-01-17,2081.04,Home & Living
TXN00574,CUST0063,2026-01-17,844.83,Beauty
TXN00787,CUST0085,2026-01-18,2152.98,Clothing
TXN01256,CUST0138,2026-01-18,1059.89,Groceries
TXN01621,CUST0181,2026-01-18,2462.84,Clothing
TXN00805,CUST0086,2026-01-18,843.39,Groceries
TXN01931,CUST0223,2026-01-18,7183.73,Clothing
TXN01912,CUST0218,2026-01-18,1138.45,Home & Living
TXN01333,CUST0148,2026-01-18,1981.74,Sports
TXN00944,CUST0100,2026-01-18,5399.63,Clothing
TXN01382,CUST0151,2026-01-18,509.25,Groceries
TXN01829,CUST0209,2026-01-18,7980.85,Beauty
TXN00054,CUST0007,2026-01-18,7698.8,Beauty
TXN00777,CUST0084,2026-01-18,6798.31,Electronics
TXN00928,CUST0100,2026-01-18,2853.53,Clothing
TXN01678,CUST0189,2026-01-19,2440.88,Groceries
TXN01682,CUST0189,2026-01-19,943.56,Electronics
TXN01522,CUST0170,2026-01-19,2369.79,Sports
TXN01307,CUST0145,2026-01-19,902.93,Clothing
TXN02454,CUST0286,2026-01-19,6171.64,Clothing
TXN00736,CUST0080,2026-01-19,3360.36,Clothing
TXN00360,CUST0041,2026-01-19,4177.67,Clothing
TXN01028,CUST0109,2026-01-19,1002.16,Sports
TXN01600,CUST0179,2026-01-19,961.02,Clothing
TXN02324,CUST0270,2026-01-19,2165.37,Clothing
TXN00840,CUST0091,2026-01-19,6487.03,Electronics
TXN00802,CUST0086,2026-01-19,1282.07,Clothing
TXN02019,CUST0233,2026-01-19,827.86,Groceries
TXN02345,CUST0275,2026-01-19,1032.32,Clothing
TXN00168,CUST0022,2026-01-19,3308.14,Sports
TXN01402,CUST0153,2026-01-19,7149.94,Sports
TXN01934,CUST0223,2026-01-19,5982.41,Groceries
TXN00351,CUST0039,2026-01-19,401.99,Beauty
TXN00991,CUST0104,2026-01-20,604.78,Clothing
TXN01299,CUST0144,2026-01-20,623.89,Groceries
TXN01527,CUST0171,2026-01-20,794.23,Clothing
TXN02369,CUST0280,2026-01-20,1016.6,Home & Living
TXN02298,CUST0265,2026-01-20,287.17,Beauty
TXN00002,CUST0001,2026-01-20,1145.91,Electronics
TXN00832,CUST0091,2026-01-20,3289.48,Sports
TXN01296,CUST0144,2026-01-20,670.81,Beauty
TXN00232,CUST0028,2026-01-20,2263.27,Beauty
TXN01784,CUST0205,2026-01-20,906.12,Sports
TXN01547,CUST0172,2026-01-20,7719.9,Beauty
TXN01069,CUST0112,2026-01-20,1217.24,Beauty
TXN00427,CUST0047,2026-01-20,607.72,Sports
TXN01999,CUST0231,2026-01-20,454.49,Clothing
TXN00201,CUST0025,2026-01-20,1751.78,Beauty
TXN02414,CUST0284,2026-01-20,2559.72,Home & Living
TXN00783,CUST0084,2026-01-20,2337.06,Sports
TXN00792,CUST0085,2026-01-20,1137.22,Beauty
TXN01647,CUST0184,2026-01-20,1033.33,Home & Living
TXN00362,CUST0041,2026-01-20,5809.76,Electronics
TXN02377,CUST0282,2026-01-21,1508.76,Sports
TXN01752,CUST0200,2026-01-21,295.31,Groceries
TXN01719,CUST0193,2026-01-21,553.22,Home & Living
TXN01312,CUST0146,2026-01-21,7164.01,Home & Living
TXN00133,CUST0019,2026-01-21,2337.5,Beauty
TXN00254,CUST0030,2026-01-21,2546.99,Clothing
TXN01045,CUST0110,2026-01-22,3729.51,Sports
TXN01948,CUST0223,2026-01-22,2570.56,Home & Living
TXN00231,CUST0028,2026-01-22,711.67,Clothing
TXN00540,CUST0059,2026-01-22,2425.59,Electronics
